Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663993745.335031,72,154462746,0,GPS1_Frame,42.345615,-71.09451166666668,12.9,327475.70863713336,4690275.261105017,19,T
1663993746.3362384,73,154466347,0,GPS1_Frame,42.345615,-71.09451166666668,12.9,327475.70863713336,4690275.261105017,19,T
1663993747.3285651,74,154469948,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993748.3107207,75,154473549,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993749.3355637,76,154477150,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993750.3166459,77,154480751,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993751.3225527,78,154484352,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993752.3358912,79,154487953,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993753.3373487,80,154491554,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993754.3295367,81,154495155,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993755.3283477,82,154498756,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993756.3201709,83,154502357,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993757.3118916,84,154505958,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993758.3117785,85,154509559,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993759.3196802,86,154513160,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993760.3072033,87,154516761,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993761.3200753,88,154520362,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993762.3195539,89,154523963,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993763.3117766,90,154527564,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993764.3197732,91,154531165,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993765.3197744,92,154534766,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993766.318085,93,154538367,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993767.3184848,94,154541968,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993768.319982,95,154545569,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993769.3177247,96,154549170,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993770.3178167,97,154552771,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993771.3162353,98,154556372,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993772.3160977,99,154559973,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993773.3159301,100,154563574,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993774.3172412,101,154567175,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993775.3197823,102,154570776,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993776.3177233,103,154574377,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993777.3167083,104,154577978,0,GPS1_Frame,42.345616666666665,-71.094505,12.2,327476.2623507407,4690275.432647389,19,T
1663993778.320985,105,154581579,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.2,327476.39963932254,4690275.429265258,19,T
1663993779.3205492,106,154585180,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.2,327476.39963932254,4690275.429265258,19,T
1663993780.3194993,107,154588781,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.2,327476.39963932254,4690275.429265258,19,T
1663993781.319056,108,154592382,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.2,327476.39963932254,4690275.429265258,19,T
1663993782.3340669,109,154595983,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.2,327476.39963932254,4690275.429265258,19,T
1663993783.334397,110,154599584,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993784.3133793,111,154603185,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993785.3155198,112,154606786,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993786.3347526,113,154610387,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993787.3365865,114,154613988,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993788.334037,115,154617589,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993789.3357048,116,154621190,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993790.323037,117,154624791,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993791.3270903,118,154628392,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993792.336775,119,154631993,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993793.3166327,120,154635594,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993794.33645,121,154639195,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993795.3385742,122,154642796,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993796.3386123,123,154646397,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
1663993797.3386765,124,154649998,0,GPS1_Frame,42.345616666666665,-71.09450333333334,12.1,327476.39963932254,4690275.429265258,19,T
